"","ts_hour","diff_gr_t","diff_gr_glw","diff_gr_gsw","diff_gr_hfx","diff_gr_lh","diff_gr_grdflx","diff_gr_tsk","diff_gr_tslb.1.","diff_gr_rainc","diff_gr_rainnc","diff_evgr_t","diff_evgr_glw","diff_evgr_gsw","diff_evgr_hfx","diff_evgr_lh","diff_evgr_grdflx","diff_evgr_tsk","diff_evgr_tslb.1.","diff_evgr_rainc","diff_evgr_rainnc"
"1","2015-04-21",-0.0744652473184826,-0.336811796442134,0.116471830388832,-0.0141827015973064,0.0442011644416489,0.0130989844895446,-0.0407744509607326,0.00168483910847783,0,-0.0095580893587498,-0.139153744887714,-0.383980471518441,0.345080864268077,-0.189676526738133,3.1983946577668,0.0316440273169174,-0.0761836522879928,0.00107842966278504,0,0.00349981711551661
"2","2015-04-22",-0.0819095439814923,0.262607599543713,-0.168520482247757,-0.881022829475313,-0.0715356195986772,-0.0657178773148135,0.238585927469149,0.00784894907563505,0,0.207298746141851,-0.246807169753095,-0.518530920520561,-0.180752432864324,-3.72487646682106,2.36430166435182,-0.0285677924382682,0.262166807870358,-0.0716393510810427,0,0.35693750231588
"3","2015-04-23",0.00191919830250731,2.5698686488964,-0.356525425150878,-5.02683922916695,7.0948421165122,0.00785731249999633,0.00591467052467287,0.0132701226849843,0,0.289470000000744,-0.124891662037012,3.06308096218882,-0.573747128079049,-7.79922437422854,10.6439041265434,0.143578128086419,-0.0794560447531039,-0.0717037932099132,0,0.512310000002095
"4","2015-04-24",-0.200611120370417,-0.411665218398269,-0.261787362649258,-5.85667124228401,2.51660401157407,-0.177961935956791,0.62856991820993,0.0370365455261812,0,0.289470000000744,-0.399207685185198,-1.36805174308799,-0.459601513116212,-10.0265082476852,4.0120866288581,-0.366528794753085,1.21579705787042,-0.00635444753057257,0,0.512310000002095
"5","2015-04-25",-0.069737842592601,-0.071004166662533,-0.166085100304102,0.0452151010802373,0.533328662037041,0.00896363194444927,0.0430272685185615,0.0532216890430171,0,0.285664531639826,-0.166089740740752,-0.200740768500111,-0.58846550847899,0.158819033178977,0.429554385030865,0.0487460115740758,0.0262674899691389,-0.0522876905866845,0,0.51372872376982
"6","2015-04-26",-0.0585964745370409,-0.452347785506731,-0.133277181331394,-0.415429792438274,0.480571320216061,-0.00586902314815013,0.0201468395061983,-0.000908050154851736,0,0.283825129632612,-0.151860578703714,-0.909718081788043,-0.352260662808334,-0.847225867283942,1.79635833950619,-0.0531862229938297,0.0513535092592834,-0.102982538580125,0,0.514312530096172
"7","2015-04-27",-0.0520858881173192,1.01551233026467,-0.760365310958761,0.348606990740734,-0.587573325617315,-0.0140462152777718,0.032357712191363,-0.0181290841036184,0,0.268817531635307,-0.196141646604993,-0.0610878935267749,-0.833255373458911,0.509292778549417,-0.877261521604982,0.00114626774692073,-0.210823165895029,-0.0866722222207148,0,0.483723834105936
"8","2015-04-28",-0.095588382716068,-0.049423056322297,-0.242022205245775,-0.0807448155864581,-0.144582724537029,0.0288257445987594,-0.0253216095678663,-0.0197684614196039,0,0.263284649690592,-0.204218454475293,-0.478924252307593,-0.365755131947068,-0.223423811728395,-0.227241889660489,-0.119206025462971,-0.137892491512428,-0.0683624483027785,0,0.458422567128704
"9","2015-04-29",-0.045511891203649,-0.209768617271692,-0.216305050150169,-0.41149305092591,-0.112858344135756,0.00606335493826693,0.0169452739197418,-0.0109170208330447,0,0.257954438271074,-0.141305003858015,-0.546274356466967,-0.314382030863229,-0.518033980709858,-0.0422096157407221,-0.116393623456792,-0.103757132715955,-0.031685996141908,0,0.453912816358256
"10","2015-04-30",0.0688498464506146,-0.839922547856361,-0.0972914066310437,-1.33925167746914,-0.0925717237654204,-0.0660302916666615,0.137493804012216,0.00748205324004125,0,0.259222570213753,-0.0668417461419732,-1.00034722374863,-0.145175066351015,-1.11778938194443,-0.280151476080297,-0.202553412808651,0.0544536358024139,0.00961992901218345,0,0.451715373454489
"11","2015-05-01",0.0726154259259344,-0.234313806341987,-0.0819983341085759,-1.52126647453708,-0.494170665123441,-0.21016591666666,0.346861656635864,0.0435164074076102,0,0.210739389662345,-0.0385102654320617,-0.80496441976959,-0.308531154323958,-1.7350518996914,0.0586259351851908,-0.213526018518517,0.358772115740813,0.0499467746915325,0,0.402586151233251
"12","2015-05-02",-0.0952342716049399,-0.0594165023130131,-0.2170455532451,-0.387300344135724,-0.874733996141934,-0.142215647376548,0.213785212962978,0.0792824791663662,0,0.207840000001937,-0.248647296296287,-0.461507267755422,-0.390472879626259,-1.05081340277774,0.292625837962957,-0.026214821759253,0.258838043981458,0.020652275462588,0,0.400259999998243
"13","2015-05-03",-0.137421678240719,-0.74274934029313,-0.235217276227701,-0.611760949845701,-0.911791803240721,-0.0843070115740745,0.10689505169758,0.053615903550396,0,0.207840000001937,-0.283745546296287,-2.01171114429155,-0.0732440277691921,-0.82960243749997,-1.22681077391975,-0.0230689444444394,0.144454686728362,-0.00649365972149596,0,0.400259999998243
"14","2015-05-04",-0.423835091820991,-8.30936060186923,-0.300708250770995,-1.69923029398146,-0.068596969135772,0.984285998456781,-0.683367213734608,-0.0839935493824324,0,0.207840000001937,0.196453523148141,7.72788701771736,0.259198971452292,3.48228023996916,1.91609651774691,-1.44575428472223,1.14681613194446,0.162966243826883,0,0.400259999998243
"15","2015-05-05",0.0102928209876794,-3.38335102310998,1.8705845447458,-1.26471167129631,-1.06652505478403,-0.191806259259258,-0.024365486882707,-0.138344369597705,0,-0.178758374999928,-0.126783950617277,-9.31326459642298,2.20803315200075,-2.68630009799398,-2.12485306249996,0.251972181327159,-0.21255322685183,0.0482228001559575,0,-1.29368940354932
"16","2015-05-06",0.0311753919753066,-0.147795876544507,-0.197147054009037,-2.38253730632717,-0.0241949151234522,-0.611896817901234,0.450676807098697,-0.0449543379625119,0,-0.480766554011847,-0.0683383510802331,-4.29413111031607,0.314715688271221,-5.71941852237657,1.77139866743832,-0.653772850308641,0.518689784722225,-0.0734237499998738,0,-3.76008021218684
"17","2015-05-07",-0.374974067129625,-1.72313509646847,-0.059012125012103,1.07677852777763,-0.467461638117282,0.297625334104948,-0.309826006172808,-0.0355013827153625,0,-0.481149999999424,-0.63578755478395,-2.20929981791238,0.0323032168239195,0.109461239197472,-1.03591729166661,-0.693980653549397,-0.163743500771597,0.119368096450868,0,-3.7613699999953
"18","2015-05-08",-0.176013906635812,1.57937479167211,-0.563124574066038,-0.582101968364505,-0.088216798610933,-0.155291602623434,0.0728344868827205,-0.0209067399692344,0,-0.481149999999424,-0.403000951388885,1.31117850771841,-0.448428934414451,-4.23211124151281,3.09161876234576,-0.618761727623443,0.234678085648148,0.154822636573884,0,-3.7613699999953
"19","2015-05-09",-0.0420943541666765,-2.17841770447251,5.58284759336282,0.0460578672839915,-0.739879444444464,-0.021916023919772,0.007492952160493,-0.0069839922839261,0,-0.446750255399776,-0.176494432870389,-2.46526361499389,-2.18730798688105,-0.194845237654389,-0.879626548611149,0.456539675154307,0.0649708464506165,0.0904158078704373,0,-3.26418468132807
"20","2015-05-10",-0.124160473765433,-3.96026478934431,2.6812372546285,0.350221513888897,0.523459701388896,0.160605691358022,-0.0877419807098818,-0.00278392438294972,0,-0.491089142747704,-0.361089538580247,-7.40428942747116,-8.3136235393564,-1.21202061033951,-2.40166995679012,4.77883463580246,-0.339063562500002,-0.135469577931712,0,-2.95415818287275
"21","2015-05-11",-0.0541081766975312,0.431625138878786,0.388736428246915,0.646060859567976,-0.401107617283959,-0.398050113425942,0.121965364969142,-0.000266904321866601,0,-0.535898926698369,-0.725067367283943,-4.53206368289023,-21.5039734930632,-5.75035020138885,-8.46089453858027,4.47996125694443,-1.01153139506172,-0.693289389661051,0,-3.33759892438359
"22","2015-05-12",-0.0387514012345694,0.635587172860369,0.826893128086752,1.11416751388889,-0.761470444444516,-0.683246783950633,0.191130046296299,-0.0089263865743896,0,-0.602856655100229,-0.933901648919755,-1.93552101387633,-37.377439828707,-5.75401917515431,-15.2539127993828,7.55596408487653,-1.32157404320987,-1.13881281712969,0,-4.47966372377436
"23","2015-05-13",-0.398284172839498,-1.11922798611334,-0.260349789357591,-1.37328604706796,1.08555619135805,-0.0180546867284257,0.00366020293211911,-0.0037922800925827,0,-0.574420000005805,-1.82467934413579,-12.3303115262264,-59.4151695378234,-10.1703748518518,-20.1154025516975,24.0856793348765,-3.42362623919751,-0.895570927469087,0,-4.81097000000802
"24","2015-05-14",-0.502598275462951,0.64530381097623,-1.043640048613,1.43651234953701,-2.49606162654309,0.991360784722277,0.0160192499999904,0.116326310185027,0,-0.574420000005805,-2.41961951234568,-3.14463159102127,-86.7711569158935,-15.0437817669754,-43.5448185679014,33.781258628858,-4.04715356095679,-1.89695838194472,0,-4.81097000000802
"25","2015-05-15",-0.345714385030824,-2.61633794598407,-6.22265755709287,-2.73279846759245,-2.75472881095684,2.38309730169753,-0.122335479166653,-0.0117983896604528,0,-0.607603375000782,-1.8689379837963,-4.82821711883412,-36.9147082245308,-27.80687958179,-20.5851943101855,-3.78645956404345,-2.89405228549382,-1.3823770787037,0,-4.86187157484859
"26","2015-05-16",-0.654507469907424,-1.65965548840848,-13.5285735339735,-9.71893691049386,-3.26338381404319,0.618489402006176,-0.313822115740716,-0.263544530092591,0,-0.613299999997654,-1.08453742824076,-2.79498854550855,-13.3733177376695,-16.1763286157408,-21.4675673395063,-35.7904509675927,-1.72992867438271,-2.96617992669755,0,-4.8992999999989
"27","2015-05-17",-0.32377067129632,-0.892548277792457,-14.8835285493655,-8.73551168981471,-2.5779429282406,1.75124126388901,-0.570584456018572,-0.468907308641995,0,-0.613299999997654,0.11760344367284,-1.02635731944969,-12.7698808055525,8.03670234567912,-23.512317845679,-6.22636571682109,0.339697276234501,0.222001373456772,0,-4.8992999999989
"28","2015-05-18",-0.499579582561774,-1.2362096959958,-15.0133864127748,-9.20048290200644,-2.52258406558593,1.46648277469115,-0.593342679012363,-0.500592827932119,0,-0.613299999997654,-0.118179763117338,-1.3013531836487,-20.2528225640389,4.15947477932113,-20.1141591496906,-0.343942314043481,0.37377590509257,0.410142639660506,0,-4.8992999999989
"29","2015-05-19",-0.476172241512248,-0.543546318680228,-14.0358598780857,-9.44548412731466,-0.682806113425883,1.91475061882736,-0.497673506944405,-0.373824577932057,-0.00274660030864192,-0.608963514656899,-0.22641955246905,-0.321661865751253,-21.1638588310136,-7.03068416126536,-11.8251288495371,0.632793236111169,-0.00232639583322758,0.0167341936728143,0.000118927469135809,-4.89277381172584
"30","2015-05-20",-2.75619999999998,7.83856000000003,-303.65817,-136.89693,-35.11363,92.19263,-6.41471000000001,-0.916989999999998,-0.06687,-0.345769999999998,-0.611539999999991,0.369470000000035,51.37561,31.70734,10.74295,-8.54738,0.266349999999989,-0.234429999999975,-0.00179,-4.54308
